text,label
 All India Majlis-e-Ittehadul Muslimeen (AIMIM) leader Waris Pathan threatened a cop to keep a mosque open during lockdown,Fake
" An image of a market carrying out social distancing passed off as Mizoram, India",Fake
 Bill Gates is creating vaccines to make the earth’s population infertile. He discussed a plan to reduce the world’s population through vaccines during his 2010 TED talk.,Fake
 The new cure for coronavirus: hot water with three aspirins and lemon.,Fake
 The japanese doctor Tasuku Honjo says that coronavirus is not natural.,Fake
" Rui Costa, governor of the brazilian state of Bahia, asked Porto Seguro’s city hall to falsify the number of COVID-19 infected people to get federal funds.",Fake
" According to the headlines of an article shared as a screenshot, the first volunteer in the United Kingdom’s COVID-19 vaccine trial has died, two days after getting the injection.",Fake
 CDC does not recommend wearing masks.,Fake
 A text message from a COVID-19 monitoring app says the government is aware the user is more than 20km from their home address and must explain why.,Fake
 Members of the Irish government’s national public health emergency team ignored social distancing rules at a recent meeting.,Fake
 Nobel Laureate Dr. Honjo has claimed COVID-19 virus to be man made in Wuhan Laboratory.,Fake
 A nurse claims that Delhi govt has stopped funding for the hotel stay for doctors and nurses treating COVID-19.,Fake
" Muslim boy in Madhya Pradesh, India attacked by BJP workers for violating lockdown.",Fake
" Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.",Fake
 Japanese Nobel Prize for Medicine claims that the new coronavirus “is not natural” and “was made in China”.,Fake
 Influenza vaccines contain the coronavirus and increase the spread of COVID-19.,Fake
" The real cause of death is not pneumonia, but thrombosis. The virus is not a problem.",Fake
 The Japanese Nobel Tasuku Honjo has said that the coronavirus was created in China.,Fake
 Trump says that subjecting the body to ultraviolet light exposure and injecting disinfectant can be an effective treatment against the coronavirus.,Fake
 A viral video identifies banknotes as the reason for the increase in coronavirus cases in Nigeria.,Fake
 Guidelines on how to use national identity card (NIC) as a curfew pass for essential requirements in Sri Lanka.,Fake
" 28-year-old Dr Manisha Patil from Maharashtra died yesterday due to coronavirus. Manisha had examined 188 people and helped them recover, but she could not save herself from coronavirus.",Fake
 President Donald Trump is selling coronavirus-themed commemorative coins through the White House Gift Shop.,Fake
" Walmart, Amazon, Kroger, Target and Costco “have not had any reported (coronavirus) cases in the news.”",Fake
 Nobel Prize in Medicine Tasuku Honjo say that the new coronavirus ‘was made in China’.,Fake
 News outlets are misusing a boy’s image to report the same child died of COVID-19 in three different countries.,Fake
 A video of a group of men leaving a mosque has been viewed tens of thousands of times in multiple posts on Facebook and Twitter published in April 2020 alongside a claim it shows Muslims who gathered to pray in the Indian state of Gujarat in defiance of a nationwide COVID-19 lockdown.,Fake
 Three photos have been shared hundreds of times in multiple posts on Facebook and Twitter alongside a claim they show improved air quality in the Sri Lankan capital of Colombo during a nationwide curfew implemented due to the coronavirus pandemic.,Fake
" A photo, claiming that SARS-CoV-2 is an old virus, known since 2003.",Fake
" “Governor Andy Beshear has authorized Kentucky teachers to make in-home visits. With parental approval, teachers will inspect the bedroom of each student currently enrolled in K-8.”",Fake
" Indian government has started ‘Rashtriya Sikshit Berojgar Yojana’ to provide relief package of Rs 50,000 to all ration cardholders, int he midst of COVID-19 crisis",Fake
" Joy Arakkal’, the owner of ‘Joyalukkas’ jewellery company, has died due to COVID-19 in the Middle East.",Fake
 Putting a mask below a pot of boiling water for 15s is a fast way to disinfect it.,Fake
 Japanese schools re-opened then were closed again due to a second wave of coronavirus.,Fake
 Thai police arrested a cat for disobeying the curfew order.,Fake
" A family (husband, wife, child) committed suicide because they could not bear hunger. They were migrants travelling to their hometown during the lockdown, from a city named Surat in India.",Fake
" A mosque in India that was distributing relief material to Muslims during the lockdown denied help to some needy Hindus who reached there, saying that there was no facility for Hindus.",Fake
 The DNA of new coronavirus was manipulated in a lab.,Fake
 70 billion coronaviruses need to enter your body to get infected.,Fake
" Being able to “take a deep breath and hold it for 10 seconds,” means you are not infected with COVID-19.",Fake
 Nobel Prize laureate Prof. Honjo says he’s “worked at a research institute in Wuhan for four years” and claims the novel coronavirus “is created by China”.,Fake
 Georgia Gov. Brian Kemp “mandates restaurants reopen”.,Fake
" The Philippine government has a P120 billion aid package for “no work, no pay” workers.",Fake
 Opening ceremony of 2012 London Olympics was a projection of coronavirus pandemic. The hospital beds apperaing on the scene during the opening show and Boris Johnson in a hospital bed prove that the spread of the disease was planned in advance.,Fake
" Dr. Elisa Granato, one of the first volunteers to receive a potential COVID-19 vaccine in the U.K., has died.",Fake
 The Department of Homeland Security (DHS) plans to mobilize the National Guard to enforce a nationwide 14-day quarantine.,Fake
 Harvard professor Charles Lieber was arrested for manufacturing and selling the new coronavirus to China,Fake
 French health care workers are putting on defective Chinese-made protective gowns.,Fake
 Mosquitoes can spread COVID-19 “from person to person.”,Fake
 The Guatemalan president used the inclination of the COVID-19 infection curve as an argument that the virus containment phase has been successful.,Fake
 Claim that British PM Boris Johnson said that cotton swabs in inspection kits from China had being contaminated with the virus.,Fake
 Muslim men are being beaten during the lockdown in India.,Fake
 The claim was that the huge rally of eople in Ahmedabad for Namaste Trump rally was behind more coronavirus cases in the state of Gujarat in India,Fake
 Guatemala performs 400 tests per a million people.,Fake
 Guatemala’s president said that he decided to reduce the curfew time after a meeting with “the asociation of infectious disease specialists”,Fake
 Nobel laureate Professor Tasuku Honjo said that new coronavirus was produced in the lab.,Fake
 The photo shows doctors who died from COVID-19.,Fake
 Viral audio clip of a Kannur based neurosurgeon suggesting remedies for the coronavirus.,Fake
 Carrefour is selling face masks in its physical stores above the maximum price set by the Government of Spain.,Fake
 A video shows.a policeman guarding Hajipur Prison suffering from COVID-19.,Fake
 Video shows coronavirus infected notes scattered on Indore streets being sanitized.,Fake
 A blog site reported the demise of a trial volunteer of a potential COVID-19 treatment.,Fake
 Alcohol gel for hands goes into auto-combustion if left in a car in the sun during a hot day.,Fake
